"DailySecond" "GPIO_C" "GPIO_PY" "Humidity" "Temperature" "Pressure"
31 12109.5333333333 12093.1166666667 57.6131666666667 17.8966666666667 1015.33133333333
61 12110.1166666667 12104.7333333333 57.6443333333333 17.9 1015.3295
91 12110.8666666667 12115.1833333333 57.6595 17.9 1015.32916666667
121 12110.9833333333 12105.2833333333 57.644 17.9 1015.32216666667
151 12110.7666666667 12104.6333333333 57.6373333333333 17.9 1015.31633333333
182 12110 12104.4 57.5846666666667 17.8716666666667 1015.31933333333
212 12110.3333333333 12104.85 57.64 17.8216666666667 1015.30783333333
242 12111.45 12104.7333333333 57.6765 17.8 1015.29516666667
273 12111.75 12106.1666666667 57.7206666666667 17.8 1015.3025
303 12111.7 12106.1 57.805 17.8 1015.30716666667
333 12111.8333333333 12102.8333333333 57.7608333333333 17.8 1015.317
363 12111.4666666667 12102.35 57.7195 17.8 1015.32783333333
394 12110.4 12104.1833333333 57.7316666666667 17.8 1015.33566666667
424 12110.65 12103.55 57.7595 17.8 1015.34183333333
454 12110.95 12102.6833333333 57.7756666666667 17.8 1015.34533333333
484 12110.15 12103.4333333333 57.8028333333333 17.8 1015.3455
514 12109.45 12098.6666666667 57.7993333333333 17.8 1015.33616666667
544 12108.65 12097.7166666667 57.8523333333333 17.8 1015.33233333333
575 12108.5 12103.0333333333 57.8135 17.8 1015.32666666667
605 12109.1666666667 12102.5 57.8205 17.8 1015.32033333333
635 12109.5666666667 12102.3833333333 57.8753333333333 17.8 1015.31266666667
665 12109.5666666667 12103.0666666667 57.75 17.8 1015.31583333333
695 12109.65 12101.9 57.7278333333333 17.8 1015.33583333333
725 12109.7833333333 12102.2833333333 57.763 17.8 1015.3415
755 12109.3666666667 12102.8166666667 57.7531666666667 17.8 1015.33366666667
787 12109.4166666667 12102.7 57.7408333333333 17.8 1015.324
817 12110.3333333333 12102.9166666667 57.7755 17.8 1015.312
848 12110.9833333333 12099.9666666667 57.7778333333333 17.8 1015.31133333333
878 12111.2833333333 12102.8333333333 57.7743333333333 17.8 1015.321
908 12111.1833333333 12105.4166666667 57.8668333333333 17.8 1015.3255
938 12111.2333333333 12102.6666666667 57.9286666666667 17.8 1015.33
969 12110.8666666667 12102.8166666667 57.9461666666667 17.8016666666667 1015.33533333333
999 12109.7166666667 12102.1666666667 57.8825 17.8016666666667 1015.3235
1029 12109.8166666667 12101.4833333333 57.784 17.8 1015.315
1059 12110.0833333333 12101.6333333333 57.7325 17.8 1015.32383333333
1089 12109.3333333333 12101.1166666667 57.701 17.8 1015.32916666667
1119 12109.6 12100.4666666667 57.7526666666667 17.8 1015.33183333333
